dataPointIndex,height,time,physics_time,physics_value,physics_speed,physics_acceleration,cusum_currentValue,cusum_windowAverage,cusum_windowStDev,cusum_peakResult,cusum_positiveSum,cusum_negativeSum
6495,2978.554,1723713229.600,1723713229.600,2978.554,-53.430,-0.050,-53.430,-53.456,0.259,-1,52.373,483.817
6496,2967.865,1723713229.800,1723713229.800,2967.865,-53.445,-0.075,-53.445,-53.441,0.246,-1,52.221,483.674
6497,2957.150,1723713230.000,1723713230.000,2957.150,-53.575,-0.650,-53.575,-53.430,0.239,-1,51.933,483.675
6498,2946.450,1723713230.200,1723713230.200,2946.450,-53.500,0.375,-53.500,-53.430,0.238,-1,51.720,483.602
6499,2935.767,1723713230.400,1723713230.400,2935.767,-53.415,0.425,-53.415,-53.425,0.235,-1,51.588,483.452
6500,2925.030,1723713230.600,1723713230.600,2925.030,-53.685,-1.350,-53.685,-53.420,0.234,-1,51.183,483.576
6501,2914.309,1723713230.800,1723713230.800,2914.309,-53.605,0.400,-53.605,-53.424,0.237,-1,50.860,483.615
6502,2903.595,1723713231.000,1723713231.000,2903.595,-53.570,0.175,-53.570,-53.418,0.230,-1,50.570,483.630
6503,2892.884,1723713231.200,1723713231.200,2892.884,-53.555,0.075,-53.555,-53.410,0.221,-1,50.292,483.642
6504,2882.148,1723713231.400,1723713231.400,2882.148,-53.680,-0.625,-53.680,-53.399,0.204,-1,49.889,483.801
6505,2871.380,1723713231.600,1723713231.600,2871.380,-53.840,-0.800,-53.840,-53.390,0.183,-1,49.329,484.141
6506,2860.630,1723713231.800,1723713231.800,2860.630,-53.750,0.450,-53.750,-53.394,0.192,-1,48.857,484.382
6507,2849.975,1723713232.000,1723713232.000,2849.975,-53.275,2.375,-53.275,-53.398,0.198,-1,48.861,484.141
6508,2839.341,1723713232.200,1723713232.200,2839.341,-53.170,0.525,-53.170,-53.388,0.196,-1,48.961,483.805
6509,2828.822,1723713232.400,1723713232.400,2828.822,-52.595,2.875,-52.595,-53.379,0.200,-1,49.625,482.901
6510,2818.318,1723713232.600,1723713232.600,2818.318,-52.520,0.375,-52.520,-53.355,0.244,-1,50.313,481.920
6511,2807.790,1723713232.800,1723713232.800,2807.790,-52.640,-0.600,-52.640,-53.329,0.287,-1,50.831,481.058
6512,2797.177,1723713233.000,1723713233.000,2797.177,-53.065,-2.125,-53.065,-53.312,0.311,-1,50.891,480.625
6513,2786.507,1723713233.200,1723713233.200,2786.507,-53.350,-1.425,-53.350,-53.304,0.314,-1,50.656,480.482
6514,2775.797,1723713233.400,1723713233.400,2775.797,-53.550,-1.000,-53.550,-53.302,0.314,-1,50.220,480.542
6515,2765.088,1723713233.600,1723713233.600,2765.088,-53.545,0.025,-53.545,-53.312,0.317,-1,49.797,480.585
6516,2754.418,1723713233.800,1723713233.800,2754.418,-53.350,0.975,-53.350,-53.322,0.319,-1,49.577,480.422
6517,2743.734,1723713234.000,1723713234.000,2743.734,-53.420,-0.350,-53.420,-53.325,0.319,-1,49.291,480.325
6518,2733.024,1723713234.200,1723713234.200,2733.024,-53.550,-0.650,-53.550,-53.332,0.319,-1,48.882,480.352
6519,2722.260,1723713234.400,1723713234.400,2722.260,-53.820,-1.350,-53.820,-53.341,0.321,-1,48.211,480.638
6520,2711.475,1723713234.600,1723713234.600,2711.475,-53.925,-0.525,-53.925,-53.365,0.329,-1,47.453,481.001
6521,2700.698,1723713234.800,1723713234.800,2700.698,-53.885,0.200,-53.885,-53.390,0.342,-1,46.752,481.291
6522,2689.935,1723713235.000,1723713235.000,2689.935,-53.815,0.350,-53.815,-53.414,0.350,-1,46.141,481.482
6523,2679.214,1723713235.200,1723713235.200,2679.214,-53.605,1.050,-53.605,-53.438,0.352,-1,45.763,481.438
6524,2668.537,1723713235.400,1723713235.400,2668.537,-53.385,1.100,-53.385,-53.452,0.351,-1,45.619,481.161
6525,2657.861,1723713235.600,1723713235.600,2657.861,-53.380,0.025,-53.380,-53.451,0.351,-1,45.479,480.880
6526,2647.231,1723713235.800,1723713235.800,2647.231,-53.150,1.150,-53.150,-53.449,0.351,-1,45.567,480.370
6527,2636.604,1723713236.000,1723713236.000,2636.604,-53.135,0.075,-53.135,-53.439,0.355,-1,45.658,479.853
6528,2625.920,1723713236.200,1723713236.200,2625.920,-53.420,-1.425,-53.420,-53.424,0.358,-1,45.448,479.634
6529,2615.207,1723713236.400,1723713236.400,2615.207,-53.565,-0.725,-53.565,-53.422,0.358,-1,45.090,479.562
6530,2604.568,1723713236.600,1723713236.600,2604.568,-53.195,1.850,-53.195,-53.427,0.359,-1,45.106,479.115
6531,2593.952,1723713236.800,1723713236.800,2593.952,-53.080,0.575,-53.080,-53.410,0.358,-1,45.221,478.570
6532,2583.378,1723713237.000,1723713237.000,2583.378,-52.870,1.050,-52.870,-53.393,0.361,-1,45.528,477.831
6533,2572.831,1723713237.200,1723713237.200,2572.831,-52.735,0.675,-52.735,-53.369,0.371,-1,45.940,476.974
6534,2562.258,1723713237.400,1723713237.400,2562.258,-52.865,-0.650,-52.865,-53.342,0.386,-1,46.185,476.265
6535,2551.685,1723713237.600,1723713237.600,2551.685,-52.865,0.000,-52.865,-53.315,0.390,-1,46.401,475.581
6536,2541.123,1723713237.800,1723713237.800,2541.123,-52.810,0.275,-52.810,-53.283,0.386,-1,46.642,474.877
6537,2530.534,1723713238.000,1723713238.000,2530.534,-52.945,-0.675,-52.945,-53.251,0.385,-1,46.717,474.340
6538,2519.981,1723713238.200,1723713238.200,2519.981,-52.765,0.900,-52.765,-53.240,0.388,-1,46.960,473.632
6539,2509.433,1723713238.400,1723713238.400,2509.433,-52.740,0.125,-52.740,-53.227,0.398,-1,47.208,472.906
6540,2498.861,1723713238.600,1723713238.600,2498.861,-52.860,-0.600,-52.860,-53.232,0.391,-1,47.345,472.301
6541,2488.323,1723713238.800,1723713238.800,2488.323,-52.690,0.850,-52.690,-53.243,0.375,-1,47.673,471.523
6542,2477.804,1723713239.000,1723713239.000,2477.804,-52.595,0.475,-52.595,-53.245,0.372,-1,48.099,470.650
6543,2467.286,1723713239.200,1723713239.200,2467.286,-52.590,0.025,-52.590,-53.229,0.389,-1,48.505,469.778
6544,2456.770,1723713239.400,1723713239.400,2456.770,-52.580,0.050,-52.580,-53.204,0.404,-1,48.886,468.912
6545,2446.296,1723713239.600,1723713239.600,2446.296,-52.370,1.050,-52.370,-53.171,0.414,-1,49.438,467.862
6546,2435.811,1723713239.800,1723713239.800,2435.811,-52.425,-0.275,-52.425,-53.132,0.432,-1,49.886,466.896
6547,2425.375,1723713240.000,1723713240.000,2425.375,-52.180,1.225,-52.180,-53.101,0.448,-1,50.538,465.706
6548,2414.934,1723713240.200,1723713240.200,2414.934,-52.205,-0.125,-52.205,-53.060,0.473,-1,51.109,464.567
6549,2404.501,1723713240.400,1723713240.400,2404.501,-52.165,0.200,-52.165,-53.015,0.488,-1,51.666,463.425
6550,2394.088,1723713240.600,1723713240.600,2394.088,-52.065,0.500,-52.065,-52.960,0.488,-1,52.269,462.237
6551,2383.673,1723713240.800,1723713240.800,2383.673,-52.075,-0.050,-52.075,-52.898,0.479,-1,52.804,461.127
6552,2373.221,1723713241.000,1723713241.000,2373.221,-52.260,-0.925,-52.260,-52.838,0.465,-1,53.103,460.270
6553,2362.796,1723713241.200,1723713241.200,2362.796,-52.125,0.675,-52.125,-52.786,0.439,-1,53.500,459.346
6554,2352.364,1723713241.400,1723713241.400,2352.364,-52.160,-0.175,-52.160,-52.736,0.427,-1,53.820,458.514
6555,2341.919,1723713241.600,1723713241.600,2341.919,-52.225,-0.325,-52.225,-52.695,0.422,-1,54.038,457.790
6556,2331.430,1723713241.800,1723713241.800,2331.430,-52.445,-1.100,-52.445,-52.657,0.410,-1,54.004,457.333
6557,2320.987,1723713242.000,1723713242.000,2320.987,-52.215,1.150,-52.215,-52.634,0.401,-1,54.182,456.673
6558,2310.546,1723713242.200,1723713242.200,2310.546,-52.205,0.050,-52.205,-52.603,0.397,-1,54.341,456.038
6559,2300.108,1723713242.400,1723713242.400,2300.108,-52.190,0.075,-52.190,-52.562,0.372,-1,54.490,455.442
6560,2289.609,1723713242.600,1723713242.600,2289.609,-52.495,-1.525,-52.495,-52.516,0.328,-1,54.315,455.223
6561,2279.085,1723713242.800,1723713242.800,2279.085,-52.620,-0.625,-52.620,-52.493,0.303,-1,54.006,455.168
6562,2268.521,1723713243.000,1723713243.000,2268.521,-52.820,-1.000,-52.820,-52.478,0.284,-1,53.494,455.340
6563,2257.976,1723713243.200,1723713243.200,2257.976,-52.725,0.475,-52.725,-52.476,0.282,-1,53.076,455.420
6564,2247.479,1723713243.400,1723713243.400,2247.479,-52.485,1.200,-52.485,-52.476,0.282,-1,52.898,455.260
6565,2237.012,1723713243.600,1723713243.600,2237.012,-52.335,0.750,-52.335,-52.463,0.272,-1,52.862,454.969
6566,2226.505,1723713243.800,1723713243.800,2226.505,-52.535,-1.000,-52.535,-52.445,0.263,-1,52.615,454.901
6567,2216.022,1723713244.000,1723713244.000,2216.022,-52.415,0.600,-52.415,-52.436,0.254,-1,52.484,454.727
6568,2205.520,1723713244.200,1723713244.200,2205.520,-52.510,-0.475,-52.510,-52.419,0.236,-1,52.251,454.676
6569,2194.941,1723713244.400,1723713244.400,2194.941,-52.895,-1.925,-52.895,-52.410,0.228,-1,51.629,455.024
6570,2184.298,1723713244.600,1723713244.600,2184.298,-53.215,-1.600,-53.215,-52.415,0.237,-1,50.688,455.682
6571,2173.650,1723713244.800,1723713244.800,2173.650,-53.240,-0.125,-53.240,-52.427,0.266,-1,49.715,456.335
6572,2163.021,1723713245.000,1723713245.000,2163.021,-53.145,0.475,-53.145,-52.445,0.300,-1,48.836,456.854
6573,2152.444,1723713245.200,1723713245.200,2152.444,-52.885,1.300,-52.885,-52.464,0.325,-1,48.220,457.081
6574,2141.879,1723713245.400,1723713245.400,2141.879,-52.825,0.300,-52.825,-52.474,0.333,-1,47.669,457.233
6575,2131.315,1723713245.600,1723713245.600,2131.315,-52.820,0.025,-52.820,-52.482,0.338,-1,47.128,457.368
6576,2120.749,1723713245.800,1723713245.800,2120.749,-52.830,-0.050,-52.830,-52.497,0.343,-1,46.589,457.496
6577,2110.189,1723713246.000,1723713246.000,2110.189,-52.800,0.150,-52.800,-52.510,0.348,-1,46.091,457.577
6578,2099.603,1723713246.200,1723713246.200,2099.603,-52.930,-0.650,-52.930,-52.531,0.346,-1,45.484,457.768
6579,2089.012,1723713246.400,1723713246.400,2089.012,-52.955,-0.125,-52.955,-52.555,0.347,-1,44.876,457.960
6580,2078.373,1723713246.600,1723713246.600,2078.373,-53.195,-1.200,-53.195,-52.582,0.347,-1,44.054,458.365
6581,2067.790,1723713246.800,1723713246.800,2067.790,-52.915,1.400,-52.915,-52.619,0.350,-1,43.549,458.451
6582,2057.241,1723713247.000,1723713247.000,2057.241,-52.745,0.850,-52.745,-52.647,0.339,-1,43.247,458.345
6583,2046.674,1723713247.200,1723713247.200,2046.674,-52.835,-0.450,-52.835,-52.663,0.331,-1,42.877,458.318
6584,2036.120,1723713247.400,1723713247.400,2036.120,-52.770,0.325,-52.770,-52.687,0.317,-1,42.604,458.211
6585,2025.563,1723713247.600,1723713247.600,2025.563,-52.785,-0.075,-52.785,-52.707,0.302,-1,42.345,458.107
6586,2015.009,1723713247.800,1723713247.800,2015.009,-52.770,0.075,-52.770,-52.726,0.289,-1,42.128,457.978
6587,2004.493,1723713248.000,1723713248.000,2004.493,-52.580,0.950,-52.580,-52.737,0.284,-1,42.114,457.651
6588,1994.024,1723713248.200,1723713248.200,1994.024,-52.345,1.175,-52.345,-52.749,0.269,-1,42.357,457.086
6589,1983.556,1723713248.400,1723713248.400,1983.556,-52.340,0.025,-52.340,-52.754,0.260,-1,42.614,456.516
6590,1973.076,1723713248.600,1723713248.600,1973.076,-52.400,-0.300,-52.400,-52.759,0.251,-1,42.823,456.007
6591,1962.589,1723713248.800,1723713248.800,1962.589,-52.435,-0.175,-52.435,-52.755,0.255,-1,42.990,455.534
6592,1952.118,1723713249.000,1723713249.000,1952.118,-52.355,0.400,-52.355,-52.749,0.260,-1,43.229,454.983
6593,1941.635,1723713249.200,1723713249.200,1941.635,-52.415,-0.300,-52.415,-52.734,0.269,-1,43.386,454.503
6594,1931.163,1723713249.400,1723713249.400,1931.163,-52.360,0.275,-52.360,-52.724,0.275,-1,43.585,453.975
6595,1920.726,1723713249.600,1723713249.600,1920.726,-52.185,0.875,-52.185,-52.719,0.279,-1,43.951,453.273
6596,1910.253,1723713249.800,1723713249.800,1910.253,-52.365,-0.900,-52.365,-52.714,0.288,-1,44.128,452.751
6597,1899.778,1723713250.000,1723713250.000,1899.778,-52.375,-0.050,-52.375,-52.709,0.293,-1,44.286,452.242
6598,1889.253,1723713250.200,1723713250.200,1889.253,-52.625,-1.250,-52.625,-52.707,0.294,-1,44.192,451.983
6599,1878.810,1723713250.400,1723713250.400,1878.810,-52.215,2.050,-52.215,-52.711,0.292,-1,44.513,451.311
6600,1868.564,1723713250.600,1723713250.600,1868.564,-51.230,4.925,-51.230,-52.688,0.303,-1,45.790,449.671
6601,1858.360,1723713250.800,1723713250.800,1858.360,-51.020,1.050,-51.020,-52.622,0.386,-1,47.160,447.837
6602,1848.118,1723713251.000,1723713251.000,1848.118,-51.210,-0.950,-51.210,-52.548,0.465,-1,48.219,446.219
6603,1838.018,1723713251.200,1723713251.200,1838.018,-50.500,3.550,-50.500,-52.484,0.510,-1,49.897,443.929
6604,1827.891,1723713251.400,1723713251.400,1827.891,-50.635,-0.675,-50.635,-52.404,0.616,-1,51.297,441.790
6605,1817.762,1723713251.600,1723713251.600,1817.762,-50.645,-0.050,-50.645,-52.331,0.688,-1,52.570,439.691
6606,1807.511,1723713251.800,1723713251.800,1807.511,-51.255,-3.050,-51.255,-52.259,0.745,-1,53.127,438.241
6607,1797.131,1723713252.000,1723713252.000,1797.131,-51.900,-3.225,-51.900,-52.206,0.758,-1,52.979,437.479
6608,1786.652,1723713252.200,1723713252.200,1786.652,-52.395,-2.475,-52.395,-52.176,0.752,-1,52.309,437.247
6609,1776.128,1723713252.400,1723713252.400,1776.128,-52.620,-1.125,-52.620,-52.159,0.740,-1,51.404,437.265
6610,1765.554,1723713252.600,1723713252.600,1765.554,-52.870,-1.250,-52.870,-52.147,0.730,-1,50.243,437.549
6611,1754.946,1723713252.800,1723713252.800,1754.946,-53.040,-0.850,-53.040,-52.137,0.717,-1,48.910,438.023
6612,1744.253,1723713253.000,1723713253.000,1744.253,-53.465,-2.125,-53.465,-52.141,0.722,-1,47.152,438.914
6613,1733.566,1723713253.200,1723713253.200,1733.566,-53.435,0.150,-53.435,-52.165,0.753,-1,45.430,439.733
6614,1722.859,1723713253.400,1723713253.400,1722.859,-53.535,-0.500,-53.535,-52.185,0.778,-1,43.613,440.616
6615,1712.217,1723713253.600,1723713253.600,1712.217,-53.210,1.625,-53.210,-52.210,0.808,-1,42.128,441.131
6616,1701.707,1723713253.800,1723713253.800,1701.707,-52.550,3.300,-52.550,-52.224,0.822,-1,41.309,440.964
6617,1691.329,1723713254.000,1723713254.000,1691.329,-51.890,3.300,-51.890,-52.217,0.818,-1,41.146,440.146
6618,1681.039,1723713254.200,1723713254.200,1681.039,-51.450,2.200,-51.450,-52.194,0.817,-1,41.399,438.911
6619,1670.947,1723713254.400,1723713254.400,1670.947,-50.460,4.950,-50.460,-52.164,0.827,-1,42.607,436.711
6620,1661.001,1723713254.600,1723713254.600,1661.001,-49.730,3.650,-49.730,-52.102,0.881,-1,44.450,433.810
6621,1651.216,1723713254.800,1723713254.800,1651.216,-48.925,4.025,-48.925,-52.013,0.976,-1,46.951,430.137
6622,1641.527,1723713255.000,1723713255.000,1641.527,-48.445,2.400,-48.445,-51.896,1.119,-1,49.731,426.016
6623,1631.903,1723713255.200,1723713255.200,1631.903,-48.120,1.625,-48.120,-51.765,1.274,-1,52.611,421.606
6624,1622.325,1723713255.400,1723713255.400,1622.325,-47.890,1.150,-47.890,-51.622,1.426,-1,55.488,417.018
6625,1612.852,1723713255.600,1723713255.600,1612.852,-47.365,2.625,-47.365,-51.473,1.567,-1,58.655,411.970
6626,1603.499,1723713255.800,1723713255.800,1603.499,-46.765,3.000,-46.765,-51.312,1.725,-1,62.168,406.388
6627,1594.263,1723713256.000,1723713256.000,1594.263,-46.180,2.925,-46.180,-51.126,1.896,-1,65.976,400.304
6628,1585.156,1723713256.200,1723713256.200,1585.156,-45.535,3.225,-45.535,-50.919,2.077,-1,70.114,393.674
6629,1576.132,1723713256.400,1723713256.400,1576.132,-45.120,2.075,-45.120,-50.683,2.264,-1,74.318,386.753
6630,1567.198,1723713256.600,1723713256.600,1567.198,-44.670,2.250,-44.670,-50.446,2.455,-1,78.622,379.503
6631,1558.356,1723713256.800,1723713256.800,1558.356,-44.210,2.300,-44.210,-50.228,2.659,-1,83.044,371.890
6632,1549.566,1723713257.000,1723713257.000,1549.566,-43.950,1.300,-43.950,-50.001,2.864,-1,87.376,364.121
6633,1540.848,1723713257.200,1723713257.200,1540.848,-43.590,1.800,-43.590,-49.759,3.052,-1,91.713,356.121
6634,1532.193,1723713257.400,1723713257.400,1532.193,-43.275,1.575,-43.275,-49.528,3.242,-1,96.021,347.922
6635,1523.598,1723713257.600,1723713257.600,1523.598,-42.975,1.500,-42.975,-49.283,3.423,-1,100.275,339.561
6636,1515.058,1723713257.800,1723713257.800,1515.058,-42.700,1.375,-42.700,-49.027,3.594,-1,104.447,331.077
6637,1506.568,1723713258.000,1723713258.000,1506.568,-42.450,1.250,-42.450,-48.742,3.742,-1,108.493,322.540
6638,1498.128,1723713258.200,1723713258.200,1498.128,-42.200,1.250,-42.200,-48.427,3.859,-1,112.405,313.997
6639,1489.698,1723713258.400,1723713258.400,1489.698,-42.150,0.250,-42.150,-48.087,3.943,-1,115.977,305.694
6640,1481.298,1723713258.600,1723713258.600,1481.298,-42.000,0.750,-42.000,-47.738,3.989,-1,119.322,297.563
6641,1472.967,1723713258.800,1723713258.800,1472.967,-41.655,1.725,-41.655,-47.376,4.000,-1,122.643,289.442
6642,1464.733,1723713259.000,1723713259.000,1464.733,-41.170,2.425,-41.170,-46.996,3.985,-1,126.079,281.224
6643,1456.569,1723713259.200,1723713259.200,1456.569,-40.820,1.750,-40.820,-46.587,3.930,-1,129.487,273.099
6644,1448.428,1723713259.400,1723713259.400,1448.428,-40.705,0.575,-40.705,-46.166,3.849,-1,132.639,265.329
6645,1440.318,1723713259.600,1723713259.600,1440.318,-40.550,0.775,-40.550,-45.738,3.717,-1,135.597,257.910
6646,1432.242,1723713259.800,1723713259.800,1432.242,-40.380,0.850,-40.380,-45.317,3.560,-1,138.398,250.837
6647,1424.207,1723713260.000,1723713260.000,1424.207,-40.175,1.025,-40.175,-44.911,3.403,-1,141.092,244.060
6648,1416.197,1723713260.200,1723713260.200,1416.197,-40.050,0.625,-40.050,-44.520,3.248,-1,143.613,237.641
6649,1408.216,1723713260.400,1723713260.400,1408.216,-39.905,0.725,-39.905,-44.140,3.078,-1,146.002,231.559
6650,1400.275,1723713260.600,1723713260.600,1400.275,-39.705,1.000,-39.705,-43.789,2.935,-1,148.325,225.714
6651,1392.398,1723713260.800,1723713260.800,1392.398,-39.385,1.600,-39.385,-43.454,2.807,-1,150.709,219.961
6652,1384.551,1723713261.000,1723713261.000,1384.551,-39.235,0.750,-39.235,-43.136,2.708,-1,152.986,214.434
6653,1376.757,1723713261.200,1723713261.200,1376.757,-38.970,1.325,-38.970,-42.829,2.609,-1,155.280,209.009
6654,1368.853,1723713261.400,1723713261.400,1368.853,-39.520,-2.750,-39.520,-42.524,2.506,-1,156.780,204.502
6655,1360.803,1723713261.600,1723713261.600,1360.803,-40.250,-3.650,-40.250,-42.245,2.354,-1,157.363,201.094
6656,1352.652,1723713261.800,1723713261.800,1352.652,-40.755,-2.525,-40.755,-42.008,2.178,-1,157.309,198.534
6657,1344.330,1723713262.000,1723713262.000,1344.330,-41.610,-4.275,-41.610,-41.808,2.001,-1,156.307,197.135
6658,1335.952,1723713262.200,1723713262.200,1335.952,-41.890,-1.400,-41.890,-41.656,1.829,-1,154.975,196.273
6659,1327.568,1723713262.400,1723713262.400,1327.568,-41.920,-0.150,-41.920,-41.534,1.682,-1,153.580,195.649
6660,1319.083,1723713262.600,1723713262.600,1319.083,-42.425,-2.525,-42.425,-41.427,1.547,-1,151.654,195.719
6661,1310.449,1723713262.800,1723713262.800,1310.449,-43.170,-3.725,-43.170,-41.353,1.439,-1,148.973,196.673
6662,1301.720,1723713263.000,1723713263.000,1301.720,-43.645,-2.375,-43.645,-41.318,1.381,-1,145.817,198.171
6663,1292.976,1723713263.200,1723713263.200,1292.976,-43.720,-0.375,-43.720,-41.308,1.363,-1,142.587,199.766
6664,1284.231,1723713263.400,1723713263.400,1284.231,-43.725,-0.025,-43.725,-41.312,1.370,-1,139.351,201.356
6665,1275.609,1723713263.600,1723713263.600,1275.609,-43.110,3.075,-43.110,-41.327,1.394,-1,136.732,202.303
6666,1267.167,1723713263.800,1723713263.800,1267.167,-42.210,4.500,-42.210,-41.332,1.400,-1,135.014,202.342
6667,1258.716,1723713264.000,1723713264.000,1258.716,-42.255,-0.225,-42.255,-41.315,1.386,-1,133.242,202.450
6668,1250.301,1723713264.200,1723713264.200,1250.301,-42.075,0.900,-42.075,-41.309,1.381,-1,131.647,202.387
6669,1242.172,1723713264.400,1723713264.400,1242.172,-40.645,7.150,-40.645,-41.305,1.379,-1,131.479,200.900
6670,1234.146,1723713264.600,1723713264.600,1234.146,-40.130,2.575,-40.130,-41.254,1.375,-1,131.779,198.951
6671,1226.219,1723713264.800,1723713264.800,1226.219,-39.635,2.475,-39.635,-41.192,1.382,-1,132.507,196.565
6672,1218.367,1723713265.000,1723713265.000,1218.367,-39.260,1.875,-39.260,-41.125,1.407,-1,133.528,193.857
6673,1210.686,1723713265.200,1723713265.200,1210.686,-38.405,4.275,-38.405,-41.061,1.446,-1,135.316,190.333
6674,1203.289,1723713265.400,1723713265.400,1203.289,-36.985,7.100,-36.985,-40.981,1.522,-1,138.398,185.425
6675,1196.026,1723713265.600,1723713265.600,1196.026,-36.315,3.350,-36.315,-40.857,1.683,-1,141.930,179.874
6676,1188.990,1723713265.800,1723713265.800,1188.990,-35.180,5.675,-35.180,-40.715,1.870,-1,146.344,173.216
6677,1182.406,1723713266.000,1723713266.000,1182.406,-32.920,11.300,-32.920,-40.542,2.117,-1,152.696,164.324
6678,1176.349,1723713266.200,1723713266.200,1176.349,-30.285,13.175,-30.285,-40.300,2.521,1,161.198,152.796
6679,1171.138,1723713266.400,1723713266.400,1171.138,-26.055,21.150,-26.055,-39.975,3.097,1,173.259,137.018
6680,1166.888,1723713266.600,1723713266.600,1166.888,-21.250,24.025,-21.250,-39.513,3.980,1,189.135,116.367
6681,1163.314,1723713266.800,1723713266.800,1163.314,-17.870,16.900,-17.870,-38.898,5.155,1,207.069,92.247
6682,1159.999,1723713267.000,1723713267.000,1159.999,-16.575,6.475,-16.575,-38.181,6.387,1,224.843,66.809
6683,1156.932,1723713267.200,1723713267.200,1156.932,-15.335,6.200,-15.335,-37.425,7.466,1,242.453,40.239
6684,1153.991,1723713267.400,1723713267.400,1153.991,-14.705,3.150,-14.705,-36.637,8.445,1,259.319,13.239
6685,1151.230,1723713267.600,1723713267.600,1151.230,-13.805,4.500,-13.805,-35.810,9.294,1,275.748,0.000
6686,1148.686,1723713267.800,1723713267.800,1148.686,-12.720,5.425,-12.720,-34.929,10.054,1,291.924,0.000
6687,1146.463,1723713268.000,1723713268.000,1146.463,-11.115,8.025,-11.115,-33.994,10.748,1,308.354,0.000
6688,1144.371,1723713268.200,1723713268.200,1144.371,-10.460,3.275,-10.460,-32.978,11.402,1,324.031,0.000
6689,1142.469,1723713268.400,1723713268.400,1142.469,-9.510,4.750,-9.510,-31.930,11.965,1,339.272,0.000
6690,1140.764,1723713268.600,1723713268.600,1140.764,-8.525,4.925,-8.525,-30.850,12.467,1,354.117,0.000
6691,1139.255,1723713268.800,1723713268.800,1139.255,-7.545,4.900,-7.545,-29.720,12.896,1,368.554,0.000
6692,1137.876,1723713269.000,1723713269.000,1137.876,-6.895,3.250,-6.895,-28.532,13.238,1,382.249,0.000
6693,1136.622,1723713269.200,1723713269.200,1136.622,-6.270,3.125,-6.270,-27.307,13.481,1,395.197,0.000
6694,1135.472,1723713269.400,1723713269.400,1135.472,-5.750,2.600,-5.750,-26.059,13.637,1,407.324,0.000
6695,1134.394,1723713269.600,1723713269.600,1134.394,-5.390,1.800,-5.390,-24.793,13.700,1,418.507,0.000
6696,1133.343,1723713269.800,1723713269.800,1133.343,-5.255,0.675,-5.255,-23.536,13.692,1,428.573,0.000
6697,1132.338,1723713270.000,1723713270.000,1132.338,-5.025,1.150,-5.025,-22.304,13.619,1,437.680,0.000
6698,1131.282,1723713270.200,1723713270.200,1131.282,-5.280,-1.275,-5.280,-21.063,13.440,1,445.399,0.000
6699,1130.188,1723713270.400,1723713270.400,1130.188,-5.470,-0.950,-5.470,-19.837,13.142,1,451.881,0.000
6700,1129.058,1723713270.600,1723713270.600,1129.058,-5.650,-0.900,-5.650,-18.664,12.798,1,457.216,0.000
6701,1127.930,1723713270.800,1723713270.800,1127.930,-5.640,0.050,-5.640,-17.515,12.359,1,461.675,0.000
6702,1126.738,1723713271.000,1723713271.000,1126.738,-5.960,-1.600,-5.960,-16.381,11.826,1,465.001,0.000
6703,1125.537,1723713271.200,1723713271.200,1125.537,-6.005,-0.225,-6.005,-15.271,11.171,1,467.565,0.000
6704,1124.348,1723713271.400,1723713271.400,1124.348,-5.945,0.300,-5.945,-14.191,10.423,1,469.558,0.000
6705,1123.204,1723713271.600,1723713271.600,1123.204,-5.720,1.125,-5.720,-13.157,9.619,1,471.223,0.000
6706,1122.094,1723713271.800,1723713271.800,1122.094,-5.550,0.850,-5.550,-12.137,8.686,1,472.598,0.000
6707,1121.039,1723713272.000,1723713272.000,1121.039,-5.275,1.375,-5.275,-11.149,7.631,1,473.894,0.000
6708,1119.994,1723713272.200,1723713272.200,1119.994,-5.225,0.250,-5.225,-10.228,6.537,1,474.975,0.000
6709,1118.939,1723713272.400,1723713272.400,1118.939,-5.275,-0.250,-5.275,-9.393,5.427,1,475.836,0.000
6710,1117.909,1723713272.600,1723713272.600,1117.909,-5.150,0.625,-5.150,-8.700,4.504,1,476.684,0.000
6711,1116.913,1723713272.800,1723713272.800,1116.913,-4.980,0.850,-4.980,-8.163,3.894,1,477.530,0.000
6712,1115.970,1723713273.000,1723713273.000,1115.970,-4.715,1.325,-4.715,-7.734,3.490,1,478.455,0.000
6713,1115.040,1723713273.200,1723713273.200,1115.040,-4.650,0.325,-4.650,-7.338,3.118,1,479.272,0.000
6714,1114.200,1723713273.400,1723713273.400,1114.200,-4.200,2.250,-4.200,-6.982,2.775,1,480.389,0.000
6715,1113.479,1723713273.600,1723713273.600,1113.479,-3.605,2.975,-3.605,-6.632,2.419,1,481.964,0.000
6716,1112.844,1723713273.800,1723713273.800,1112.844,-3.175,2.150,-3.175,-6.292,2.080,1,483.833,0.000
6717,1112.275,1723713274.000,1723713274.000,1112.275,-2.845,1.650,-2.845,-5.974,1.781,1,485.894,0.000
6718,1111.667,1723713274.200,1723713274.200,1111.667,-3.040,-0.975,-3.040,-5.698,1.594,1,487.596,0.000
6719,1111.003,1723713274.400,1723713274.400,1111.003,-3.320,-1.400,-3.320,-5.451,1.399,1,488.887,0.000
6720,1110.213,1723713274.600,1723713274.600,1110.213,-3.950,-3.150,-3.950,-5.244,1.232,1,489.442,0.000
6721,1109.301,1723713274.800,1723713274.800,1109.301,-4.560,-3.050,-4.560,-5.092,1.091,1,489.319,0.000
