dataPointIndex,height,time,physics_time,physics_value,physics_speed,physics_acceleration,cusum_currentValue,cusum_windowAverage,cusum_windowStDev,cusum_peakResult,cusum_positiveSum,cusum_negativeSum
1146,393.287,1723712159.800,1723712159.800,393.287,-0.655,-2.500,-0.655,-0.627,0.666,0,0.000,0.517
1147,393.159,1723712160.000,1723712160.000,393.159,-0.640,0.075,-0.640,-0.610,0.659,0,0.000,0.152
1148,393.022,1723712160.200,1723712160.200,393.022,-0.685,-0.225,-0.685,-0.603,0.657,0,0.000,0.000
1149,392.971,1723712160.400,1723712160.400,392.971,-0.255,2.150,-0.255,-0.616,0.655,0,0.000,0.000
1150,392.931,1723712160.600,1723712160.600,392.931,-0.200,0.275,-0.200,-0.606,0.658,0,0.011,0.000
1151,392.690,1723712160.800,1723712160.800,392.690,-1.205,-5.025,-1.205,-0.599,0.661,0,0.000,0.209
1152,392.509,1723712161.000,1723712161.000,392.509,-0.905,1.500,-0.905,-0.623,0.670,0,0.000,0.090
1153,392.669,1723712161.200,1723712161.200,392.669,0.800,8.525,0.800,-0.643,0.669,0,1.042,0.000
1154,392.603,1723712161.400,1723712161.400,392.603,-0.330,-5.650,-0.330,-0.594,0.717,0,0.876,0.000
1155,392.447,1723712161.600,1723712161.600,392.447,-0.780,-2.250,-0.780,-0.602,0.713,0,0.271,0.000
1156,392.353,1723712161.800,1723712161.800,392.353,-0.470,1.550,-0.470,-0.614,0.713,0,0.000,0.000
1157,392.537,1723712162.000,1723712162.000,392.537,0.920,6.950,0.920,-0.610,0.713,0,1.102,0.000
1158,392.401,1723712162.200,1723712162.200,392.401,-0.680,-8.000,-0.680,-0.514,0.719,0,0.505,0.000
1159,392.634,1723712162.400,1723712162.400,392.634,1.165,9.225,1.165,-0.504,0.714,0,1.746,0.000
1160,392.850,1723712162.600,1723712162.600,392.850,1.080,-0.425,1.080,-0.467,0.769,0,2.832,0.000
1161,392.886,1723712162.800,1723712162.800,392.886,0.180,-4.500,0.180,-0.456,0.788,0,2.995,0.000
1162,393.029,1723712163.000,1723712163.000,393.029,0.715,2.675,0.715,-0.432,0.796,0,3.664,0.000
1163,393.163,1723712163.200,1723712163.200,393.163,0.670,-0.225,0.670,-0.366,0.806,0,4.217,0.000
1164,393.110,1723712163.400,1723712163.400,393.110,-0.265,-4.675,-0.265,-0.335,0.827,0,3.791,0.000
1165,393.247,1723712163.600,1723712163.600,393.247,0.685,4.750,0.685,-0.322,0.825,0,4.303,0.000
1166,393.387,1723712163.800,1723712163.800,393.387,0.700,0.075,0.700,-0.299,0.843,0,4.796,0.000
1167,393.438,1723712164.000,1723712164.000,393.438,0.255,-2.225,0.255,-0.221,0.824,0,4.778,0.000
1168,393.352,1723712164.200,1723712164.200,393.352,-0.430,-3.425,-0.430,-0.194,0.826,0,4.046,0.000
1169,393.426,1723712164.400,1723712164.400,393.426,0.370,4.000,0.370,-0.203,0.827,0,4.123,0.000
1170,393.479,1723712164.600,1723712164.600,393.479,0.265,-0.525,0.265,-0.185,0.833,0,4.073,0.000
1171,393.448,1723712164.800,1723712164.800,393.448,-0.155,-2.100,-0.155,-0.177,0.836,0,3.593,0.000
1172,393.661,1723712165.000,1723712165.000,393.661,1.065,6.100,1.065,-0.134,0.802,0,4.311,0.000
1173,393.705,1723712165.200,1723712165.200,393.705,0.220,-4.225,0.220,-0.053,0.796,0,4.106,0.000
1174,393.668,1723712165.400,1723712165.400,393.668,-0.185,-2.025,-0.185,0.038,0.653,0,3.490,0.000
1175,393.463,1723712165.600,1723712165.600,393.463,-1.025,-4.200,-1.025,0.036,0.653,0,2.037,0.670
1176,393.305,1723712165.800,1723712165.800,393.305,-0.790,1.175,-0.790,0.008,0.680,0,0.832,1.059
1177,393.106,1723712166.000,1723712166.000,393.106,-0.995,-1.025,-0.995,0.003,0.685,0,0.000,1.646
1178,392.968,1723712166.200,1723712166.200,392.968,-0.690,1.525,-0.690,-0.009,0.699,0,0.000,1.909
1179,392.899,1723712166.400,1723712166.400,392.899,-0.345,1.725,-0.345,-0.009,0.699,0,0.000,1.825
1180,392.844,1723712166.600,1723712166.600,392.844,-0.275,0.350,-0.275,-0.012,0.700,0,0.000,1.668
1181,392.814,1723712166.800,1723712166.800,392.814,-0.150,0.625,-0.150,-0.014,0.701,0,0.000,1.383
1182,392.746,1723712167.000,1723712167.000,392.746,-0.340,-0.950,-0.340,0.021,0.666,0,0.000,1.345
1183,392.767,1723712167.200,1723712167.200,392.767,0.105,2.225,0.105,0.039,0.647,0,0.000,0.891
1184,392.768,1723712167.400,1723712167.400,392.768,0.005,-0.500,0.005,0.016,0.632,0,0.000,0.523
1185,392.857,1723712167.600,1723712167.600,392.857,0.445,2.200,0.445,0.027,0.628,0,0.041,0.000
1186,392.842,1723712167.800,1723712167.800,392.842,-0.075,-2.600,-0.075,0.068,0.614,0,0.000,0.000
1187,392.999,1723712168.000,1723712168.000,392.999,0.785,4.300,0.785,0.081,0.607,0,0.339,0.000
1188,393.133,1723712168.200,1723712168.200,393.133,0.670,-0.575,0.670,0.077,0.601,0,0.572,0.000
1189,393.129,1723712168.400,1723712168.400,393.129,-0.020,-3.450,-0.020,0.122,0.593,0,0.074,0.000
1190,392.970,1723712168.600,1723712168.600,392.970,-0.795,-3.875,-0.795,0.083,0.561,0,0.000,0.541
1191,392.941,1723712168.800,1723712168.800,392.941,-0.145,3.250,-0.145,0.020,0.551,0,0.000,0.376
1192,393.023,1723712169.000,1723712169.000,393.023,0.410,2.775,0.410,0.009,0.551,0,0.071,0.000
1193,393.143,1723712169.200,1723712169.200,393.143,0.600,0.950,0.600,-0.001,0.540,0,0.347,0.000
1194,393.231,1723712169.400,1723712169.400,393.231,0.440,-0.800,0.440,-0.003,0.537,0,0.468,0.000
1195,393.313,1723712169.600,1723712169.600,393.313,0.410,-0.150,0.410,0.020,0.541,0,0.534,0.000
1196,393.328,1723712169.800,1723712169.800,393.328,0.075,-1.675,0.075,0.011,0.532,0,0.279,0.000
1197,393.492,1723712170.000,1723712170.000,393.492,0.820,3.725,0.820,-0.010,0.516,0,0.799,0.000
1198,393.557,1723712170.200,1723712170.200,393.557,0.325,-2.475,0.325,0.009,0.536,0,0.793,0.000
1199,393.494,1723712170.400,1723712170.400,393.494,-0.315,-3.200,-0.315,0.034,0.532,0,0.125,0.030
1200,393.481,1723712170.600,1723712170.600,393.481,-0.065,1.250,-0.065,0.011,0.532,0,0.000,0.000
1201,393.465,1723712170.800,1723712170.800,393.465,-0.080,-0.075,-0.080,0.000,0.530,0,0.000,0.000
1202,393.406,1723712171.000,1723712171.000,393.406,-0.295,-1.075,-0.295,0.003,0.529,0,0.000,0.000
1203,393.387,1723712171.200,1723712171.200,393.387,-0.095,1.000,-0.095,-0.042,0.493,0,0.000,0.000
1204,393.459,1723712171.400,1723712171.400,393.459,0.360,2.275,0.360,-0.053,0.491,0,0.118,0.000
1205,393.505,1723712171.600,1723712171.600,393.505,0.230,-0.650,0.230,-0.035,0.496,0,0.086,0.000
1206,393.624,1723712171.800,1723712171.800,393.624,0.595,1.825,0.595,0.007,0.462,0,0.396,0.000
1207,393.717,1723712172.000,1723712172.000,393.717,0.465,-0.650,0.465,0.053,0.450,0,0.538,0.000
1208,393.693,1723712172.200,1723712172.200,393.693,-0.120,-2.925,-0.120,0.102,0.411,0,0.070,0.000
1209,393.803,1723712172.400,1723712172.400,393.803,0.550,3.350,0.550,0.121,0.386,0,0.267,0.000
1210,393.812,1723712172.600,1723712172.600,393.812,0.045,-2.525,0.045,0.151,0.384,0,0.000,0.000
1211,393.884,1723712172.800,1723712172.800,393.884,0.360,1.575,0.360,0.161,0.376,0,0.000,0.000
1212,394.063,1723712173.000,1723712173.000,394.063,0.895,2.675,0.895,0.178,0.373,0,0.493,0.000
1213,394.236,1723712173.200,1723712173.200,394.236,0.865,-0.150,0.865,0.220,0.382,0,0.909,0.000
1214,394.371,1723712173.400,1723712173.400,394.371,0.675,-0.950,0.675,0.245,0.398,0,1.101,0.000
1215,394.486,1723712173.600,1723712173.600,394.486,0.575,-0.500,0.575,0.267,0.403,0,1.167,0.000
1216,394.598,1723712173.800,1723712173.800,394.598,0.560,-0.075,0.560,0.271,0.405,0,1.212,0.000
1217,394.624,1723712174.000,1723712174.000,394.624,0.130,-2.150,0.130,0.293,0.403,0,0.808,0.000
1218,394.665,1723712174.200,1723712174.200,394.665,0.205,0.375,0.205,0.271,0.394,0,0.506,0.000
1219,394.660,1723712174.400,1723712174.400,394.660,-0.025,-1.150,-0.025,0.255,0.387,0,0.000,0.048
1220,394.906,1723712174.600,1723712174.600,394.906,1.230,6.275,1.230,0.255,0.387,0,0.743,0.000
1221,395.198,1723712174.800,1723712174.800,395.198,1.460,1.150,1.460,0.323,0.374,0,1.656,0.000
1222,395.447,1723712175.000,1723712175.000,395.447,1.245,-1.075,1.245,0.376,0.416,0,2.275,0.000
1223,395.563,1723712175.200,1723712175.200,395.563,0.580,-3.325,0.580,0.404,0.444,0,2.184,0.000
1224,395.702,1723712175.400,1723712175.400,395.702,0.695,0.575,0.695,0.403,0.444,0,2.210,0.000
1225,395.946,1723712175.600,1723712175.600,395.946,1.220,2.625,1.220,0.412,0.447,0,2.750,0.000
1226,396.053,1723712175.800,1723712175.800,396.053,0.535,-3.425,0.535,0.439,0.470,0,2.564,0.000
1227,396.205,1723712176.000,1723712176.000,396.205,0.760,1.125,0.760,0.454,0.465,0,2.591,0.000
1228,396.296,1723712176.200,1723712176.200,396.296,0.455,-1.525,0.455,0.452,0.464,0,2.315,0.000
1229,396.528,1723712176.400,1723712176.400,396.528,1.160,3.525,1.160,0.456,0.463,0,2.741,0.000
1230,396.770,1723712176.600,1723712176.600,396.770,1.210,0.250,1.210,0.506,0.457,0,3.171,0.000
1231,396.868,1723712176.800,1723712176.800,396.868,0.490,-3.600,0.490,0.548,0.461,0,2.836,0.000
